contact_id,event_topic,event_format,event_price,booked
C0148,Supply Chain,Seminar,990,0
C0148,Leadership,Seminar,299,0
C0148,Legal & Compliance,Workshop,650,0
C0148,Legal & Compliance,Workshop,990,0
C0148,Leadership,Workshop,790,0
C0148,Legal & Compliance,Seminar,299,0
C0149,Leadership,Seminar,990,0
C0149,Marketing,Congress,490,1
C0149,IT & Digitalisation,Workshop,299,1
C0149,Project Management,Workshop,650,1
C0149,Leadership,E-Learning,790,0
C0149,Marketing,E-Learning,890,0
C0149,Supply Chain,Seminar,299,0
C0149,Logistics,Workshop,650,0
C0149,IT & Digitalisation,Seminar,1100,0
C0149,Finance,Workshop,790,0
C0149,HR Management,Congress,650,0
C0151,Legal & Compliance,E-Learning,490,0
C0151,Project Management,E-Learning,1100,0
C0151,Project Management,Workshop,299,0
C0151,Legal & Compliance,Workshop,890,1
C0151,Finance,Seminar,650,0
C0152,Logistics,Congress,1490,0
C0152,Marketing,Workshop,1490,0
C0152,Logistics,Congress,1290,1
C0153,SAP S/4HANA,Congress,490,0
C0153,Project Management,Congress,790,0
C0153,Project Management,Seminar,1100,0
C0154,Logistics,E-Learning,990,0
C0155,SAP S/4HANA,E-Learning,890,0
C0155,HR Management,Workshop,490,0
C0155,Project Management,Congress,490,0
C0155,Logistics,Seminar,890,0
C0155,Marketing,E-Learning,1100,0
C0155,Logistics,Workshop,299,0
C0155,Finance,Workshop,650,0
C0155,HR Management,Workshop,990,0
C0155,HR Management,Workshop,890,0
C0155,HR Management,E-Learning,890,0
C0156,Supply Chain,Congress,890,0
C0156,IT & Digitalisation,E-Learning,1100,1
C0156,Supply Chain,Workshop,790,0
C0156,Legal & Compliance,E-Learning,299,0
C0156,Leadership,E-Learning,1490,0
C0157,Project Management,Congress,790,0
C0157,Supply Chain,Seminar,1290,1
C0157,IT & Digitalisation,Congress,890,0
C0159,IT & Digitalisation,Workshop,1290,0
C0159,Legal & Compliance,E-Learning,990,1
C0159,Finance,Seminar,890,0
C0159,Marketing,Seminar,650,1
C0159,Supply Chain,Congress,790,0
C0159,Marketing,Seminar,299,0
C0161,Finance,Workshop,1100,0
C0161,Legal & Compliance,E-Learning,790,0
C0161,Finance,Workshop,490,0
C0161,SAP S/4HANA,E-Learning,1490,0
C0161,Finance,Seminar,1290,0
C0161,IT & Digitalisation,E-Learning,990,0
C0161,Finance,E-Learning,790,0
C0162,Logistics,Workshop,990,0
C0162,HR Management,Workshop,890,0
C0163,HR Management,Congress,990,0
C0163,SAP S/4HANA,Workshop,990,0
C0163,Project Management,Congress,890,0
C0163,Legal & Compliance,Congress,890,0
C0163,IT & Digitalisation,Seminar,790,0
C0163,Supply Chain,E-Learning,1100,1
C0164,Legal & Compliance,Seminar,1290,0
C0164,Logistics,Seminar,1290,0
C0164,SAP S/4HANA,Seminar,1100,0
C0164,Marketing,Seminar,650,0
C0164,Supply Chain,E-Learning,1100,0
C0164,Project Management,E-Learning,650,0
C0164,Legal & Compliance,E-Learning,650,0
C0164,HR Management,Seminar,1290,0
C0164,Supply Chain,Congress,650,0
C0164,Leadership,Congress,1100,0
C0164,Marketing,Workshop,1290,0
C0165,IT & Digitalisation,Seminar,990,0
C0165,HR Management,Seminar,790,1
C0165,IT & Digitalisation,E-Learning,650,0
C0165,Marketing,E-Learning,650,0
C0165,HR Management,E-Learning,890,0
C0165,SAP S/4HANA,E-Learning,1100,0
C0165,IT & Digitalisation,Workshop,990,0
C0165,Project Management,Workshop,299,0
C0165,Supply Chain,Congress,790,0
C0165,Logistics,Congress,490,0
C0165,HR Management,Workshop,890,0
C0166,HR Management,Seminar,490,0
C0166,Legal & Compliance,Workshop,490,0
C0166,Legal & Compliance,Congress,790,0
C0166,Finance,Workshop,490,0
C0166,Logistics,Congress,1100,0
C0166,SAP S/4HANA,Seminar,890,0
C0167,Logistics,Congress,890,0
C0168,Project Management,Seminar,1490,0
C0168,Supply Chain,Workshop,990,0
C0168,HR Management,Seminar,490,0
C0168,Logistics,Workshop,650,0
C0169,Finance,Congress,1290,0
C0169,Finance,Workshop,299,0
C0169,Project Management,Seminar,890,0
C0169,IT & Digitalisation,Workshop,490,0
C0169,HR Management,Seminar,650,0
C0169,IT & Digitalisation,E-Learning,1290,0
C0169,Leadership,E-Learning,990,0
C0169,Leadership,Workshop,1100,0
C0169,Finance,Workshop,1290,1
C0169,Project Management,Seminar,650,0
C0169,Project Management,Seminar,1100,0
C0170,Logistics,Workshop,990,0
C0170,Project Management,Workshop,1290,0
C0170,Marketing,Workshop,299,1
C0170,Finance,E-Learning,299,0
C0170,IT & Digitalisation,Seminar,1100,0
C0170,Legal & Compliance,E-Learning,1100,0
C0171,HR Management,Congress,1490,0
C0171,Legal & Compliance,Congress,490,0
C0171,IT & Digitalisation,Congress,990,0
C0171,HR Management,Congress,1490,0
C0171,Marketing,Congress,490,0
C0171,Legal & Compliance,Workshop,490,0
C0172,Legal & Compliance,Seminar,490,1
C0172,Marketing,Seminar,1490,0
C0172,Leadership,E-Learning,1490,1
C0172,Legal & Compliance,E-Learning,990,0
C0173,SAP S/4HANA,Workshop,990,1
C0173,Leadership,Seminar,790,0
C0173,IT & Digitalisation,E-Learning,890,0
C0173,Leadership,Seminar,650,0
C0173,Project Management,Workshop,490,1
C0174,Leadership,Workshop,790,0
C0174,Supply Chain,E-Learning,490,0
C0174,HR Management,Seminar,1290,0
C0174,Logistics,Congress,1290,0
C0174,SAP S/4HANA,Seminar,1490,0
C0175,Logistics,Congress,650,0
C0175,Marketing,E-Learning,1490,0
C0175,Marketing,Congress,890,0
C0175,IT & Digitalisation,E-Learning,1290,0
C0175,Project Management,Workshop,1490,0
C0175,SAP S/4HANA,E-Learning,1490,0
C0175,Supply Chain,Congress,890,0
C0175,Project Management,Congress,1490,0
C0177,SAP S/4HANA,E-Learning,1100,1
C0177,SAP S/4HANA,Seminar,299,0
C0178,Supply Chain,E-Learning,650,0
C0178,Finance,Congress,299,0
C0178,Supply Chain,Seminar,990,0
C0178,Leadership,Congress,1490,0
C0179,HR Management,Workshop,1100,0
C0179,IT & Digitalisation,Seminar,299,0
C0179,Supply Chain,Workshop,790,0
C0179,Logistics,Congress,790,0
C0179,Legal & Compliance,Congress,490,0
C0179,Project Management,Seminar,1100,0
C0179,Marketing,E-Learning,1490,1
C0180,HR Management,E-Learning,1290,0
C0180,HR Management,Congress,990,0
C0180,Logistics,E-Learning,1290,0
C0181,Project Management,Seminar,1490,0
C0181,Marketing,Workshop,490,0
C0181,Supply Chain,Congress,990,0
C0181,IT & Digitalisation,E-Learning,790,1
C0181,SAP S/4HANA,Seminar,490,1
C0181,Legal & Compliance,Congress,790,0
C0181,IT & Digitalisation,Workshop,490,0
C0181,Finance,E-Learning,299,0
C0181,SAP S/4HANA,Workshop,1290,0
C0181,Finance,Congress,990,0
C0182,Leadership,Congress,790,1
C0182,Leadership,Congress,1490,1
C0183,Legal & Compliance,E-Learning,299,0
C0183,Leadership,Seminar,650,0
C0184,Finance,Workshop,1100,0
C0184,Marketing,Workshop,990,0
C0187,Finance,E-Learning,490,0
C0187,Legal & Compliance,Workshop,1100,0
C0187,Legal & Compliance,Congress,1490,1
C0187,Project Management,Workshop,1490,0
C0187,Project Management,E-Learning,990,0
C0187,SAP S/4HANA,Congress,490,0
C0187,HR Management,Workshop,1490,0
C0187,Finance,Congress,990,0
C0187,Marketing,Congress,650,0
C0188,Supply Chain,Seminar,650,0
C0188,SAP S/4HANA,Workshop,1490,0
C0188,Finance,Seminar,890,0
C0188,Supply Chain,Workshop,990,0
C0188,Project Management,Congress,490,0
C0188,Logistics,Seminar,790,1
C0188,Legal & Compliance,Workshop,990,0
C0189,IT & Digitalisation,Workshop,650,0
C0189,IT & Digitalisation,Congress,790,0
C0189,Finance,E-Learning,650,0
C0189,Legal & Compliance,Workshop,1290,0
C0189,Finance,Workshop,1490,0
C0189,Project Management,Seminar,890,0
C0190,Leadership,Seminar,299,0
C0190,Logistics,Workshop,790,0
C0191,Project Management,E-Learning,1100,0
C0191,Logistics,E-Learning,650,0
C0191,SAP S/4HANA,Seminar,1100,1
C0191,SAP S/4HANA,Seminar,790,0
C0191,SAP S/4HANA,Congress,1290,0
C0191,Project Management,Congress,1290,0
C0192,Supply Chain,Seminar,890,0
C0192,Supply Chain,Seminar,790,0
C0192,Marketing,Workshop,1290,1
C0192,HR Management,E-Learning,490,0
C0192,Finance,Congress,1100,0
C0192,IT & Digitalisation,Seminar,1490,0
C0192,Marketing,Congress,1490,1
C0193,Legal & Compliance,Seminar,1490,0
C0193,Legal & Compliance,Congress,790,0
C0193,SAP S/4HANA,E-Learning,790,0
C0193,Project Management,Congress,990,0
C0193,Supply Chain,Workshop,990,0
C0193,Legal & Compliance,Workshop,1290,0
C0193,Logistics,Congress,1100,0
C0194,Logistics,Congress,650,0
C0194,Logistics,Congress,299,0
C0194,Finance,Congress,1490,1
C0194,Logistics,Seminar,890,0
C0194,Supply Chain,Workshop,1290,0
C0194,Project Management,Congress,1100,0
C0195,Project Management,E-Learning,1290,0
C0195,Supply Chain,Workshop,1100,0
C0195,Leadership,Seminar,790,0
C0195,Project Management,Seminar,650,0
C0195,Logistics,Seminar,1490,0
C0195,Leadership,Workshop,650,0
C0195,Marketing,Workshop,990,0
C0195,SAP S/4HANA,Workshop,790,0
C0195,Marketing,E-Learning,490,0
C0195,Project Management,E-Learning,1290,0
C0196,Finance,Congress,299,0
C0196,Logistics,Seminar,1490,0
C0196,Marketing,Congress,990,1
C0196,IT & Digitalisation,Seminar,650,0
C0196,Logistics,E-Learning,890,0
C0196,Logistics,E-Learning,890,0
C0197,Project Management,E-Learning,1490,0
C0198,Marketing,Congress,490,0
C0198,Legal & Compliance,Congress,490,0
C0198,SAP S/4HANA,Workshop,990,1
C0198,Project Management,Workshop,299,1
C0198,Project Management,Workshop,1100,0
C0198,Leadership,E-Learning,790,1
C0198,Leadership,Seminar,1100,0
C0198,Logistics,E-Learning,299,0
C0199,Supply Chain,E-Learning,790,1
C0199,Logistics,Congress,650,0
C0199,IT & Digitalisation,Congress,299,0
C0199,Leadership,E-Learning,1100,0
C0200,SAP S/4HANA,Seminar,490,0
C0200,SAP S/4HANA,E-Learning,1490,0
C0200,IT & Digitalisation,E-Learning,790,0
C0200,Legal & Compliance,Workshop,299,1
C0200,Project Management,Workshop,1490,0
C0200,SAP S/4HANA,Seminar,1490,0
C0200,IT & Digitalisation,Seminar,1490,0
C0200,SAP S/4HANA,E-Learning,1290,0
C0200,Logistics,Workshop,790,1
C0200,Legal & Compliance,Workshop,299,1
C0201,Marketing,Congress,790,0
C0201,Marketing,E-Learning,1490,0
C0201,Finance,Congress,890,0
C0201,Marketing,E-Learning,490,0
C0201,Legal & Compliance,E-Learning,990,1
C0201,Logistics,E-Learning,650,0
C0201,Legal & Compliance,Congress,790,0
C0201,Finance,Congress,790,0
C0202,Project Management,Seminar,490,0
C0202,Legal & Compliance,Seminar,1490,0
C0202,Legal & Compliance,E-Learning,990,0
C0202,Logistics,E-Learning,1290,0
C0202,SAP S/4HANA,E-Learning,1100,0
C0202,Logistics,Congress,299,0
C0202,Legal & Compliance,Seminar,1490,0
C0202,Marketing,Congress,1290,0
C0202,SAP S/4HANA,Workshop,990,0
C0203,Logistics,Seminar,990,0
C0203,Logistics,E-Learning,650,0
C0203,Supply Chain,E-Learning,1290,1
C0203,IT & Digitalisation,Congress,1290,0
C0203,Supply Chain,Workshop,990,0
C0203,Marketing,E-Learning,1290,0
C0203,Logistics,Congress,790,0
C0203,Finance,Congress,1490,0
C0204,Project Management,Workshop,299,1
C0204,Marketing,Workshop,650,0
C0204,Legal & Compliance,E-Learning,890,0
C0204,Marketing,Seminar,650,0
C0204,Supply Chain,E-Learning,1290,0
C0204,Legal & Compliance,E-Learning,890,0
C0204,IT & Digitalisation,E-Learning,990,1
C0204,Marketing,Seminar,990,0
C0204,Logistics,Congress,890,1
C0204,IT & Digitalisation,Workshop,1290,0
C0204,Marketing,E-Learning,1290,0
C0205,Logistics,Workshop,490,1
C0205,Project Management,E-Learning,790,0
C0205,IT & Digitalisation,E-Learning,890,0
C0205,Finance,Workshop,990,0
C0205,Marketing,Congress,650,0
C0205,Project Management,Congress,890,0
C0205,Supply Chain,Congress,1100,0
C0205,Leadership,Seminar,1290,0
C0205,HR Management,Workshop,1490,0
C0205,Leadership,E-Learning,650,0
C0205,Marketing,E-Learning,790,0
C0206,Project Management,Congress,299,0
C0206,IT & Digitalisation,E-Learning,1290,0
C0207,Project Management,Congress,1290,0
C0207,SAP S/4HANA,E-Learning,990,0
C0207,SAP S/4HANA,Congress,490,0
C0207,Finance,E-Learning,1100,0
C0207,Project Management,E-Learning,299,0
C0207,SAP S/4HANA,Congress,990,0
C0207,Legal & Compliance,Seminar,1290,0
C0207,Finance,Seminar,1100,0
C0207,Logistics,Congress,299,0
C0207,Supply Chain,Workshop,1490,0
C0208,Marketing,Workshop,790,0
C0208,Leadership,Workshop,790,1
C0209,Marketing,Congress,490,0
C0209,Project Management,E-Learning,490,0
C0209,Logistics,Workshop,890,1
C0209,Supply Chain,E-Learning,299,0
C0209,HR Management,Seminar,650,0
C0209,Finance,E-Learning,650,0
C0209,HR Management,Congress,490,0
C0209,HR Management,Workshop,790,1
C0209,Marketing,E-Learning,1290,0
C0209,Legal & Compliance,Seminar,990,0
C0210,Marketing,Seminar,1490,0
C0210,Project Management,Congress,890,0
C0210,HR Management,Seminar,790,0
C0210,Legal & Compliance,Congress,299,0
C0210,Legal & Compliance,Seminar,1490,1
C0210,Legal & Compliance,Workshop,890,0
C0210,Project Management,Seminar,1490,0
C0211,Supply Chain,E-Learning,299,0
C0212,IT & Digitalisation,Seminar,650,0
C0212,Logistics,Seminar,1100,0
C0212,HR Management,Seminar,1290,0
C0212,IT & Digitalisation,Seminar,790,0
C0212,Legal & Compliance,Seminar,990,0
C0212,HR Management,E-Learning,650,0
C0212,Project Management,Workshop,790,0
C0212,SAP S/4HANA,E-Learning,1290,0
C0212,HR Management,Workshop,990,0
C0212,Finance,Seminar,1290,0
C0212,SAP S/4HANA,E-Learning,1490,1
C0213,SAP S/4HANA,E-Learning,990,1
C0213,Finance,Congress,490,0
C0213,Legal & Compliance,E-Learning,890,0
C0213,Legal & Compliance,Seminar,1490,0
C0213,Project Management,Seminar,990,0
C0213,IT & Digitalisation,Seminar,1490,0
C0213,Supply Chain,Workshop,1490,0
C0214,Marketing,E-Learning,490,1
C0214,SAP S/4HANA,Seminar,299,0
C0214,Project Management,Seminar,790,0
C0214,Legal & Compliance,Congress,490,0
C0214,Logistics,Workshop,1290,0
C0214,HR Management,E-Learning,790,1
C0215,Leadership,Workshop,299,0
C0216,HR Management,E-Learning,1490,0
C0216,Leadership,E-Learning,490,0
C0216,SAP S/4HANA,Seminar,490,0
C0217,Supply Chain,Congress,650,0
C0217,Leadership,E-Learning,1290,0
C0217,Leadership,Congress,650,0
C0217,SAP S/4HANA,E-Learning,650,0
C0217,IT & Digitalisation,E-Learning,1490,0
C0217,IT & Digitalisation,Workshop,1100,0
C0218,Marketing,E-Learning,990,0
C0218,Legal & Compliance,Workshop,299,0
C0219,SAP S/4HANA,Congress,890,0
C0219,Finance,Congress,790,0
C0219,HR Management,E-Learning,1490,0
C0219,Leadership,Seminar,1290,0
C0219,Project Management,Congress,890,0
C0219,Logistics,Congress,790,0
C0219,Finance,Seminar,1100,0
C0219,Leadership,E-Learning,1290,0
C0219,Legal & Compliance,Seminar,890,0
C0219,Logistics,Workshop,490,0
C0219,IT & Digitalisation,E-Learning,1100,0
C0221,SAP S/4HANA,Seminar,990,0
C0221,IT & Digitalisation,Congress,650,0
C0221,Marketing,Workshop,1490,0
C0221,Supply Chain,Workshop,890,0
C0221,Project Management,Congress,990,0
C0221,Legal & Compliance,Seminar,1490,0
C0221,Finance,Seminar,1100,1
C0221,Project Management,Congress,1290,0
C0222,SAP S/4HANA,Congress,790,0
C0222,Finance,Workshop,990,0
C0222,Leadership,Workshop,1100,0
C0222,IT & Digitalisation,Congress,990,0
C0222,Logistics,Seminar,890,1
C0222,IT & Digitalisation,Workshop,650,0
C0222,HR Management,Congress,790,0
C0222,Project Management,Seminar,490,0
C0222,Supply Chain,Congress,890,0
C0222,IT & Digitalisation,Seminar,890,1
C0224,Supply Chain,E-Learning,1490,0
C0224,Logistics,Congress,299,0
C0224,Logistics,Seminar,890,0
C0224,HR Management,E-Learning,790,0
C0224,HR Management,Workshop,299,0
C0224,Marketing,E-Learning,990,0
C0224,HR Management,E-Learning,1100,0
C0224,Marketing,Seminar,990,0
C0224,Logistics,Seminar,650,0
C0224,SAP S/4HANA,Workshop,1490,0
C0224,HR Management,Congress,1490,0
C0225,Project Management,Seminar,990,0
C0226,SAP S/4HANA,E-Learning,299,0
C0226,Marketing,Seminar,1490,0
C0226,Supply Chain,Congress,990,0
C0226,Project Management,Seminar,1100,0
C0226,Marketing,Congress,650,1
C0227,Legal & Compliance,Congress,790,0
C0227,Logistics,Congress,650,0
C0227,SAP S/4HANA,Congress,1100,1
C0227,Logistics,Congress,990,0
C0227,SAP S/4HANA,Seminar,650,1
C0228,Marketing,Workshop,890,0
C0228,Finance,Congress,790,0
C0228,Project Management,Congress,299,0
C0228,Logistics,Congress,790,1
C0228,HR Management,E-Learning,490,0
C0229,IT & Digitalisation,Congress,1100,0
C0230,Supply Chain,Congress,299,0
C0230,HR Management,E-Learning,1100,1
C0230,Supply Chain,Congress,490,1
C0230,Legal & Compliance,Workshop,990,0
C0230,Supply Chain,Workshop,1100,0
C0230,Logistics,Workshop,990,0
C0230,Logistics,Seminar,1490,0
C0230,Legal & Compliance,Workshop,299,0
C0231,HR Management,Workshop,1490,1
C0232,Marketing,E-Learning,890,1
C0232,Project Management,Workshop,890,0
C0232,SAP S/4HANA,Congress,1290,0
C0232,Leadership,Seminar,650,1
C0232,Marketing,Workshop,990,0
C0232,HR Management,Congress,1290,1
C0232,Legal & Compliance,Seminar,890,0
C0232,Project Management,Seminar,490,0
C0232,Legal & Compliance,E-Learning,490,0
C0232,SAP S/4HANA,Congress,1100,0
C0232,HR Management,Congress,990,0
C0233,HR Management,Workshop,890,0
C0233,Legal & Compliance,E-Learning,650,0
C0233,Project Management,Congress,299,0
C0233,HR Management,Workshop,1290,0
C0233,SAP S/4HANA,Seminar,1290,0
C0233,Supply Chain,Workshop,1290,0
C0233,Legal & Compliance,Seminar,299,1
C0233,SAP S/4HANA,E-Learning,1490,0
C0233,HR Management,Congress,650,0
C0233,IT & Digitalisation,Seminar,650,0
C0234,IT & Digitalisation,Seminar,299,0
C0234,Marketing,Congress,650,1
C0234,Logistics,Congress,1290,0
C0234,HR Management,Seminar,890,0
C0234,IT & Digitalisation,Workshop,490,0
C0234,SAP S/4HANA,Seminar,890,0
C0234,Project Management,Seminar,890,0
C0234,SAP S/4HANA,Workshop,1490,0
C0234,Supply Chain,Seminar,490,0
C0234,Legal & Compliance,E-Learning,1100,0
C0234,Finance,E-Learning,650,0
C0235,Project Management,Congress,890,0
C0236,Legal & Compliance,Seminar,790,0
C0236,Marketing,Seminar,990,0
C0236,SAP S/4HANA,Congress,299,0
C0236,Finance,E-Learning,490,0
C0237,HR Management,Seminar,990,0
C0237,Marketing,Seminar,650,0
C0239,Legal & Compliance,Congress,1290,0
C0239,Legal & Compliance,Workshop,299,0
C0239,Logistics,E-Learning,1490,0
C0239,Supply Chain,E-Learning,990,0
C0239,Project Management,E-Learning,299,0
C0239,Marketing,Congress,1100,0
C0240,IT & Digitalisation,Seminar,890,0
C0240,Leadership,Workshop,790,0
C0240,Legal & Compliance,E-Learning,790,0
C0240,Project Management,Seminar,990,0
C0240,Supply Chain,Seminar,1290,0
C0240,Legal & Compliance,Congress,790,1
C0240,Legal & Compliance,E-Learning,990,0
C0240,Leadership,Congress,790,0
C0240,Legal & Compliance,Workshop,1490,0
C0240,HR Management,E-Learning,299,0
C0240,IT & Digitalisation,Workshop,299,0
C0241,Logistics,E-Learning,790,0
C0241,Supply Chain,Congress,890,0
C0242,Leadership,E-Learning,650,0
C0242,Finance,Seminar,299,0
C0242,Supply Chain,E-Learning,1490,0
C0242,Finance,Congress,890,0
C0242,Project Management,Seminar,890,0
C0242,SAP S/4HANA,Workshop,299,0
C0242,HR Management,Workshop,299,0
C0242,Marketing,Seminar,490,0
C0242,Marketing,Congress,1290,0
C0242,Finance,E-Learning,790,0
C0242,Legal & Compliance,Congress,490,0
C0243,Legal & Compliance,Workshop,790,0
C0243,Project Management,E-Learning,990,0
C0243,Project Management,E-Learning,990,0
C0243,Legal & Compliance,Seminar,490,0
C0243,Leadership,E-Learning,1290,0
C0244,Logistics,Congress,1490,0
C0244,Marketing,Seminar,990,1
C0244,Finance,Workshop,1100,0
C0244,Supply Chain,Congress,1490,0
C0244,Legal & Compliance,Workshop,490,0
C0244,Supply Chain,Workshop,1100,0
C0244,SAP S/4HANA,Congress,650,1
C0244,Logistics,Workshop,490,0
C0245,Legal & Compliance,Congress,890,0
C0245,Leadership,Seminar,1100,0
C0245,Legal & Compliance,Seminar,490,0
C0245,Project Management,Seminar,650,0
C0245,Legal & Compliance,E-Learning,1100,1
C0245,Supply Chain,Congress,990,0
C0245,Logistics,E-Learning,1100,0
C0245,Leadership,Seminar,1490,0
C0245,Project Management,E-Learning,299,0
C0245,SAP S/4HANA,Seminar,299,0
C0245,Leadership,E-Learning,299,0
C0246,IT & Digitalisation,Workshop,1100,0
C0246,Marketing,Congress,650,0
C0246,Project Management,Congress,1490,0
C0246,IT & Digitalisation,Workshop,650,0
C0246,Project Management,Congress,299,0
C0246,HR Management,Congress,1290,0
C0246,Project Management,Seminar,650,0
C0246,Legal & Compliance,Workshop,650,0
C0246,SAP S/4HANA,Workshop,1490,0
C0246,Marketing,E-Learning,790,0
C0247,Logistics,Workshop,790,1
C0247,Marketing,E-Learning,299,1
C0247,Logistics,Workshop,990,1
C0247,Logistics,Workshop,490,1
C0247,SAP S/4HANA,E-Learning,1290,0
C0248,Supply Chain,Workshop,490,1
C0248,Logistics,Seminar,990,0
C0248,Legal & Compliance,Workshop,1490,0
C0249,IT & Digitalisation,E-Learning,890,0
C0249,HR Management,E-Learning,890,0
C0249,Legal & Compliance,Congress,299,0
C0249,Logistics,Seminar,890,1
C0250,Finance,E-Learning,650,0
C0250,Finance,E-Learning,299,0
C0250,Logistics,Congress,650,0
C0250,IT & Digitalisation,Congress,890,1
C0250,Legal & Compliance,Congress,1490,0
C0250,IT & Digitalisation,Seminar,650,0
C0250,Legal & Compliance,Workshop,1100,0
C0250,Legal & Compliance,Congress,790,0
C0250,HR Management,E-Learning,490,0
C0251,Legal & Compliance,E-Learning,1290,0
C0251,Marketing,Workshop,1290,0
C0251,Project Management,Workshop,299,1
C0251,Legal & Compliance,Workshop,990,0
C0251,Leadership,E-Learning,1100,0
C0251,IT & Digitalisation,E-Learning,890,0
C0252,Legal & Compliance,Congress,790,0
C0252,Project Management,E-Learning,1490,0
C0252,HR Management,Seminar,299,0
C0252,Leadership,Seminar,1290,0
C0252,Supply Chain,E-Learning,890,0
C0252,HR Management,Seminar,490,0
C0253,Leadership,Seminar,650,0
C0254,Project Management,E-Learning,890,0
C0254,Leadership,Workshop,890,0
C0254,IT & Digitalisation,E-Learning,650,0
C0254,Finance,Seminar,1100,0
C0254,IT & Digitalisation,Seminar,890,0
C0254,Project Management,Workshop,490,0
C0255,Project Management,Workshop,490,1
C0255,SAP S/4HANA,Workshop,790,0
C0255,Legal & Compliance,E-Learning,490,0
C0255,Leadership,Seminar,890,0
C0255,HR Management,Workshop,650,0
C0255,HR Management,Workshop,890,0
C0255,IT & Digitalisation,Workshop,299,0
C0255,Legal & Compliance,Workshop,1100,0
C0255,SAP S/4HANA,Congress,299,0
C0255,Legal & Compliance,Seminar,1490,0
C0255,IT & Digitalisation,E-Learning,1100,0
C0256,Leadership,Workshop,890,0
C0256,Project Management,Seminar,1100,0
C0256,Finance,Workshop,490,0
C0256,Legal & Compliance,Seminar,1290,1
C0256,Project Management,Seminar,790,0
C0256,Logistics,Congress,1290,1
C0256,Leadership,E-Learning,1290,0
C0256,HR Management,Seminar,990,0
C0257,Leadership,Congress,1490,0
C0257,SAP S/4HANA,Congress,790,0
C0257,HR Management,Congress,1290,0
C0258,Supply Chain,Congress,299,0
C0258,HR Management,E-Learning,490,0
C0258,Logistics,Congress,490,0
C0258,Leadership,Workshop,790,0
C0258,Supply Chain,Workshop,990,0
C0258,IT & Digitalisation,Seminar,1490,0
C0258,IT & Digitalisation,Congress,299,0
C0258,IT & Digitalisation,Seminar,490,0
C0259,IT & Digitalisation,Congress,1290,0
C0259,Logistics,Seminar,650,0
C0259,Logistics,Workshop,650,0
C0259,Legal & Compliance,Seminar,299,0
C0260,Marketing,Workshop,650,0
C0260,Project Management,E-Learning,1490,1
C0261,Logistics,Seminar,650,1
C0261,Logistics,Seminar,890,0
C0262,Supply Chain,Seminar,1490,0
C0263,Legal & Compliance,Congress,890,0
C0263,Supply Chain,Seminar,650,0
C0264,HR Management,Seminar,990,0
C0265,IT & Digitalisation,Workshop,299,0
C0265,HR Management,Congress,650,1
C0265,Legal & Compliance,Seminar,490,0
C0265,Legal & Compliance,E-Learning,1100,0
C0266,IT & Digitalisation,Congress,490,0
C0266,Marketing,Congress,1100,0
C0266,Leadership,Workshop,1290,0
C0266,Marketing,Congress,790,0
C0266,Project Management,Workshop,990,0
C0266,Legal & Compliance,Congress,990,0
C0266,Supply Chain,E-Learning,650,0
C0266,Logistics,Seminar,890,0
C0266,Leadership,Workshop,1290,0
C0266,Project Management,E-Learning,790,1
C0266,Logistics,Congress,650,0
C0267,Supply Chain,Workshop,1290,0
C0267,HR Management,Workshop,790,1
C0267,IT & Digitalisation,Workshop,790,0
C0268,HR Management,Seminar,1290,0
C0268,Marketing,Workshop,1290,0
C0268,Legal & Compliance,Workshop,790,0
C0268,SAP S/4HANA,Seminar,1100,0
C0268,Project Management,E-Learning,890,0
C0269,Finance,Congress,1290,0
C0269,Legal & Compliance,Workshop,650,0
C0269,Project Management,E-Learning,1290,0
C0269,Leadership,Workshop,990,0
C0269,Finance,Workshop,890,0
C0269,Leadership,E-Learning,299,0
C0269,HR Management,Seminar,1100,0
C0269,Legal & Compliance,Seminar,990,0
C0269,Project Management,Seminar,1490,0
C0269,Project Management,E-Learning,790,0
C0269,Legal & Compliance,Congress,790,0
C0270,Finance,Seminar,490,1
C0270,IT & Digitalisation,Workshop,1290,0
C0270,Legal & Compliance,E-Learning,1290,0
C0270,Leadership,Congress,1290,0
C0270,Leadership,Workshop,650,0
C0270,Leadership,Seminar,650,1
C0271,Project Management,Congress,1490,0
C0271,Finance,Workshop,1490,1
C0271,Legal & Compliance,E-Learning,1100,0
C0271,HR Management,E-Learning,790,0
C0271,HR Management,Congress,1490,0
C0272,IT & Digitalisation,Workshop,1490,0
C0272,Legal & Compliance,E-Learning,650,0
C0272,Project Management,E-Learning,790,0
C0272,IT & Digitalisation,E-Learning,299,0
C0272,IT & Digitalisation,E-Learning,1290,0
C0273,Project Management,Congress,650,0
C0273,Supply Chain,Seminar,299,0
C0273,Logistics,Congress,1290,0
C0273,IT & Digitalisation,Congress,790,0
C0273,IT & Digitalisation,E-Learning,650,0
C0273,Legal & Compliance,Congress,1490,0
C0273,Leadership,Seminar,1100,0
C0273,Project Management,Workshop,990,0
C0274,Finance,Workshop,890,0
C0274,Logistics,Workshop,990,0
C0274,Legal & Compliance,Seminar,650,0
C0274,Finance,Seminar,1100,0
C0274,Legal & Compliance,E-Learning,490,1
C0274,HR Management,Congress,1490,0
C0274,Finance,Congress,299,0
C0274,SAP S/4HANA,Workshop,490,0
C0274,Supply Chain,Workshop,990,0
C0275,Marketing,E-Learning,1100,1
